followers_count,friends_count,listed_count,favourites_count,statuses_count,has_extended_profile,bot
5935044,2509,46336,175,34774,TRUE,0
232,386,1,3798,2369,FALSE,0
318621,603,6491,10838,18794,FALSE,0
2073481,2952,9806,298,71174,TRUE,0
197,599,2,135,1732,TRUE,0
107622,76,1144,127,3900,TRUE,0
1870168,637,8785,305,44689,FALSE,0
947045,271,2618,88,4905,FALSE,0
1583,852,61,5036,5602,FALSE,0
200622,586,0,564,12902,FALSE,0
354,21,37,0,225,FALSE,0
1909411,17,11139,10994,27849,FALSE,0
29270575,428,65474,350,6221,FALSE,0
6578005,692,36256,87,9536,TRUE,0
876,448,38,67,9732,TRUE,0
15472164,1450,23557,77,22750,FALSE,0
2254,200,45,573,3437,FALSE,0
2419,1144,70,11257,7230,FALSE,0
95,15,1,5,2240,FALSE,0
758,654,5,7131,30413,TRUE,0
314361,184,2624,389,10659,FALSE,0
56805,3,1080,18,12376,FALSE,0
126786,0,66,1084,7656,TRUE,0
107,268,2,134,2906,FALSE,0
1871284,9,2572,2,4238,FALSE,0
30454,797,1024,500,4676,FALSE,0
605365,60,5588,389,3652,FALSE,0
6378,44,133,4458,7244,FALSE,0
384507,199,3882,12,5206,FALSE,0
1227898,1305,4355,736,3792,FALSE,0
2,54,0,0,1,FALSE,0
129,238,6,610,3678,FALSE,0
3784246,15193,10243,2513,14535,FALSE,0
669,613,11,6369,14133,TRUE,0
399054,23907,7363,1,205,FALSE,0
1,22,0,1,1,FALSE,0
4763532,742,8997,158,20404,FALSE,0
34960,530,1590,882,3882,TRUE,0
151,1292,1,437,692,FALSE,0
86,2924,0,0,670,,0
171,269,3,20,8061,FALSE,0
8476840,2836,129832,631,227103,FALSE,0
269,368,2,3,1896,FALSE,0
504,207,24,27,1546,FALSE,0
578,310,79,574,379,TRUE,0
384433,423,1872,1356,9924,TRUE,0
69,293,2,234,107,TRUE,0
2,44,0,1,2,FALSE,0
22703994,1,88796,0,2895,FALSE,0
3057658,32,39970,0,2054,FALSE,0
228,64,5,1449,1015,TRUE,0
46,12,12,986,6083,FALSE,0
372,396,78,381,440,FALSE,0
36,107,3,47,27,TRUE,0
16260659,2742,44143,2138,38435,FALSE,0
108,226,0,741,1570,FALSE,0
121,592,13,1690,1085,TRUE,0
4799319,943150,34624,107,10405,FALSE,0
25887,2623,411,17033,14258,FALSE,0
1427838,139,21577,0,4735,FALSE,0
11,80,0,0,1,FALSE,0
796718,284,13670,2666,17149,FALSE,0
135677,1708,907,11340,23655,FALSE,0
3673,1485,216,5263,11406,FALSE,0
1803087,504,10029,3,5653,FALSE,0
21,23,0,0,3,FALSE,0
283215,852,13208,54595,81749,TRUE,0
68,255,0,0,6,FALSE,0
198739,9867,2697,375,3957,FALSE,0
23477,2,653,120,59325,FALSE,0
67,496,0,0,3,FALSE,0
288,298,1,2949,2933,FALSE,0
186,858,10,145,307,TRUE,0
1526,1346,5,3332,8662,TRUE,0
7011,315,173,1820,631,FALSE,0
131328,147,2384,72,207,FALSE,0
1867,2913,202,1375,6544,FALSE,0
1039625,176,3687,29,825,FALSE,0
40,117,1,13,48,FALSE,0
1876,826,113,59,19476,FALSE,0
330,302,6,2,2079,TRUE,0
56633,4299,1150,13506,13037,FALSE,0
1391,477,108,15572,74779,FALSE,0
72,703,0,65,4,TRUE,0
4060,95,24,39,26,TRUE,0
560,378,29,902,1134,FALSE,0
780560,4806,9400,3856,22261,FALSE,0
3,30,0,0,1,,0
5340224,614,11429,17365,10586,FALSE,0
5633,5821,223,480,11198,FALSE,0
1047,299,28,958,3098,FALSE,0
180,355,18,227,400,FALSE,0
22641,6044,715,40,15371,FALSE,0
12464997,50549,57800,144,22034,TRUE,0
391,1417,12,22986,12551,FALSE,0
3,8,0,1,13,FALSE,0
35,134,7,17,989,FALSE,0
10,25,0,0,9,TRUE,0
58,0,4,129,473,FALSE,0
9942270,462,34321,13944,7312,FALSE,0
13,50,0,5,1,FALSE,0
13616221,760,37316,1178,9824,TRUE,0
21,33,0,47,702,FALSE,0
81,80,0,1356,3243,FALSE,0
0,40,0,27,57,,0
158352,509,3533,13,63293,FALSE,0
42483,2692,1235,246,29976,FALSE,0
147994,68994,2569,20839,100848,FALSE,0
2,4,0,0,1,FALSE,0
12,94,1,44,103,FALSE,0
114,128,3,43,6325,FALSE,0
4309,2316,296,2583,5690,FALSE,0
777892,281,545,226,1575,FALSE,0
127,816,15,469,321,FALSE,0
22888,366,541,133,382,TRUE,0
36,95,0,9,13,,0
27013,999,641,10516,13642,FALSE,0
5,237,0,0,2,TRUE,0
2282,275,65,493,4757,FALSE,0
2060,661,80,374,6003,TRUE,0
1108807,1662,7220,2877,27085,TRUE,0
208,190,0,180,81,TRUE,0
392,638,22,110,4530,FALSE,0
198799,11115,3013,220,8140,FALSE,0
352,125,26,31,582,FALSE,0
348,809,18,299,3220,FALSE,0
698,589,2,1508,7967,FALSE,0
350009,139,3673,240,30346,FALSE,0
120310,1531,366,34,2989,FALSE,0
36,6,0,13,10,FALSE,0
595,345,1,4627,887,TRUE,0
98,667,0,712,613,FALSE,0
2,10,0,0,2,FALSE,0
1,19,0,0,1,FALSE,0
358,5000,12,73,1236,FALSE,0
628,1814,8,115,2991,TRUE,0
20146302,9,20339,15,467,FALSE,0
50549694,95,86635,0,2822,FALSE,0
89841,2,3150,30,55,FALSE,0
1983513,1675,28504,2658,40938,FALSE,0
256832,657,3930,45,2724,FALSE,0
2811157,236,9805,1676,128,FALSE,0
99,220,1,16,61,TRUE,0
5,86,0,28,152,FALSE,0
771,437,33,114,658,FALSE,0
104,251,1,20,195,FALSE,0
6791,5109,54,0,2756,FALSE,0
1591765,1862,2118,1655,36715,FALSE,0
1830,2002,57,197,535,FALSE,0
2740,2000,59,2699,9469,TRUE,0
23763283,81,29416,14,56274,FALSE,0
2632,730,106,15604,5130,TRUE,0
3954261,907,12927,185,16589,FALSE,0
613,169,10,122,71,FALSE,0
5336,132,36,8362,2289,FALSE,0
139867,1027,2042,6711,10958,FALSE,0
101905,750,280,1468,3714,FALSE,0
1337,539,76,264,259,FALSE,0
36,445,1,12,37,FALSE,0
11473,1659,891,1321,5239,FALSE,0
1193,2268,43,1437,2991,FALSE,0
1191689,102,4258,361,2568,FALSE,0
1761958,1328,3109,3832,26740,FALSE,0
289,124,32,2524,2770,FALSE,0
115,154,1,4,4158,FALSE,0
104765,7128,6189,3256,13703,FALSE,0
581275,1671,7462,399,54262,FALSE,0
16,19,0,6,37,FALSE,0
14732,491,225,1167,5376,FALSE,0
120,173,0,99,14668,FALSE,0
16845,10,113,0,446,FALSE,0
118242,429,2996,2752,5329,FALSE,0
7941334,337,22762,73,13696,FALSE,0
7784893,478,7394,31,3666,FALSE,0
1818,3727,5,142,978,TRUE,0
24,227,0,25,13,FALSE,0
2671727,92031,14909,100,58530,FALSE,0
293227,745,1345,826,10289,FALSE,0
119,165,5,22,115,FALSE,0
18747,1284,422,2148,675,FALSE,0
122,821,0,3,16,,0
221,1056,5,14344,3394,TRUE,0
91,80,1,9,13524,FALSE,0
987,244,90,2090,13859,FALSE,0
5654090,1020,10484,10588,107432,FALSE,0
26243562,90,60822,177,2650,FALSE,0
6,9,0,0,9,FALSE,0
11600,1271,253,5573,5832,TRUE,0
2016,67,56,86,24,FALSE,0
24244,24852,742,26,1568,FALSE,0
177335,1609,4538,4609,12818,FALSE,0
3119501,10296,11444,4007,10888,TRUE,0
318163,759,1961,125,22964,FALSE,0
15,153,0,1375,29,FALSE,0
13445608,202,42817,3983,7784,FALSE,0
147,875,2,341,296,FALSE,0
49,1156,0,43,7,TRUE,0
437194,389732,3229,22862,19312,TRUE,0
16079,1884,19,1619,5502,TRUE,0
146,932,0,3,9,FALSE,0
14,28,0,0,52,FALSE,0
3848,1234,382,41,31379,FALSE,0
16036429,8,11251,0,310,FALSE,0
31,88,1,244,184,FALSE,0
173,335,1,17,242,FALSE,0
358,177,9,1941,3246,FALSE,0
3917025,401,19708,15,47384,FALSE,0
31,39,2,94,1856,FALSE,0
66368,636,838,338,1976,FALSE,0
158317,283,1088,9,1372,TRUE,0
4,29,0,2,109,FALSE,0
177,608,2,98,191,,0
2370,1394,106,13440,8528,FALSE,0
4047,4042,6,23,3155,FALSE,0
680,36,79,6,7068,FALSE,0
14347,543,458,17549,7018,FALSE,0
1422,2075,7,4953,31699,TRUE,0
3500781,92,18455,6003,26110,FALSE,0
681,1988,43,1332,8826,FALSE,0
3875,1256,399,1428,5375,FALSE,0
638899,29303,5888,554,9588,FALSE,0
4487539,2383,43169,436,5887,FALSE,0
1951,125,57,10,170,FALSE,0
86,228,0,2,15,TRUE,0
747212,4206,6562,209,18438,FALSE,0
33451,130,836,124,2023,FALSE,0
48,13,0,0,10,FALSE,0
45663,285,1423,5961,18715,FALSE,0
96,241,2,600,527,FALSE,0
13,88,1,6,10,FALSE,0
2028,951,15,57,3284,FALSE,0
968882,364,9457,80,65697,FALSE,0
3877,379,212,7220,4348,FALSE,0
195974,949,1781,1945,6786,FALSE,0
1382376,2286,9823,17873,23113,FALSE,0
1030609,4200,5333,746,18369,TRUE,0
36,119,0,1,76,FALSE,0
12036,1277,677,41387,40779,FALSE,0
40,98,0,0,18,TRUE,0
152,241,2,138,9795,FALSE,0
121,255,1,0,83,FALSE,0
16,81,0,0,1,,0
193,268,0,139,4714,FALSE,0
9,38,0,0,12,FALSE,0
887384,343,5325,1032,52594,FALSE,0
10943449,501,23938,186,547,FALSE,0
206,486,5,2576,1696,FALSE,0
1645,48,147,1,64,FALSE,0
4119379,698,8561,29,5551,FALSE,0
443,770,0,2,237,FALSE,0
53162,9697,1492,13935,29466,FALSE,0
321,420,4,22,411,TRUE,0
89537,7950,6038,10897,55289,TRUE,0
118101,995,2280,31928,24564,TRUE,0
144137,1,3753,1,377,FALSE,0
15,53,0,396,279,FALSE,0
2077766,113,5359,74,2274,FALSE,0
31289,167,660,1002,980,FALSE,0
1219685,608,7976,53,111113,FALSE,0
912,1167,56,3953,23127,FALSE,0
533222,3,3522,0,790,FALSE,0
20,126,0,3,86,FALSE,0
9905,15,356,24,57,FALSE,0
6965816,235,12716,15,697,FALSE,0
5927,991,100,7978,91535,FALSE,0
53272,433,208,35444,3840,TRUE,0
193168,0,2524,0,96,FALSE,0
22212,226,0,3,4457,FALSE,0
17194019,143,36881,40,853,FALSE,0
2198503,178,20259,10,2025,FALSE,0
7467659,13,19386,0,774,TRUE,0
7867058,189,1987,122,6639,FALSE,0
33147,1220,1216,3529,10893,FALSE,0
423831,739,232,2305,4703,FALSE,0
11530,448,282,122,546,FALSE,0
30220786,3,126490,0,31444,FALSE,0
32463,0,795,54,264,TRUE,0
232,238,3,2721,33238,FALSE,0
397,684,3,5430,5649,FALSE,0
73,116,1,12,288,FALSE,0
7614166,62,10958,0,4630,FALSE,0
8217,2927,368,756,1396,FALSE,0
489055,741,1221,53,17634,FALSE,0
1155105,6540,2358,1795,14188,FALSE,0
4797,1859,443,1402,3571,FALSE,0
1780,820,55,587,1827,FALSE,0
31364,976,1426,99,3041,FALSE,0
174,347,2,50,534,FALSE,0
63,103,0,2,81,FALSE,0
374,3,18,0,6426,FALSE,0
1451736,455,13978,11580,15000,FALSE,0
65,248,1,149,106,,0
416318,567,173,8652,4551,FALSE,0
5,11,0,0,0,FALSE,0
301788,46,2199,0,177,FALSE,0
863,743,12,579,1090,TRUE,0
67,222,0,0,105,FALSE,0
467278,5278,12007,161887,131869,FALSE,0
1617508,326,8249,788,17816,FALSE,0
2838072,261,7044,27,15473,FALSE,0
11,86,0,14,12,FALSE,0
1696767,350,16478,167,1362,FALSE,0
5299213,72,7392,698,2725,FALSE,0
3165,4879,31,615,25509,FALSE,0
314,272,4,2068,4439,FALSE,0
5766,333,565,0,358,FALSE,0
13,47,0,0,2,FALSE,0
136,300,5,95,1748,FALSE,0
2944752,555,32524,32759,30143,TRUE,0
259698,150,3311,8,2571,FALSE,0
301,285,7,1326,3379,FALSE,0
85,254,0,159,431,FALSE,0
346848,2306,5430,2419,16244,FALSE,0
8,170,0,1538,14,FALSE,0
482,661,33,570,756,TRUE,0
398626,1141,2199,2348,39023,TRUE,0
3221,868,273,26430,17725,FALSE,0
165,993,2,82,131,TRUE,0
324,340,4,1051,273,FALSE,0
2072685,636,19799,12477,65353,FALSE,0
506,257,4,1863,34250,FALSE,0
2676782,224,15949,645,4278,FALSE,0
994,4663,31,16205,6836,FALSE,0
590265,440,4305,451,3698,FALSE,0
32,79,0,0,493,FALSE,0
507,1655,10,2835,3053,TRUE,0
369,783,19,161,875,FALSE,0
493450,509,6483,51,15252,FALSE,0
45736,1,1739,1,18,FALSE,0
29606,28121,343,15310,741849,FALSE,0
259,991,0,0,0,FALSE,0
947,1587,34,5482,23747,FALSE,0
28474,970,275,18,9767,FALSE,0
521,473,19,78,2377,FALSE,0
91,78,1,261,742,FALSE,0
21552,661,473,8249,4166,FALSE,0
323,983,2,1900,4537,TRUE,0
24,188,4,52,139,TRUE,0
11443,227,293,1128,794,FALSE,0
73,265,2,43,237,FALSE,0
45,126,0,1024,85,,0
240,2,13,0,3622,FALSE,0
83720371,244,122731,2103,4161,FALSE,0
32,1589,0,0,2,FALSE,0
9548,4779,185,29,1931,FALSE,0
7973,6,450,1,702,FALSE,0
39,174,2,7,33,FALSE,0
1145,1005,110,1614,6848,FALSE,0
253,168,2,9844,12884,FALSE,0
290004,101,613,207,392,FALSE,0
13393,994,735,4163,6454,TRUE,0
809524,185,7290,250,22610,FALSE,0
968219,1348,1856,1320,31719,FALSE,0
381,197,33,2822,3064,FALSE,0
139,742,0,119,329,FALSE,0
378,207,9,33,451,FALSE,0
2381045,78,7850,25,13979,FALSE,0
756810,286,4175,430,897,FALSE,0
130177,380,3206,733,3466,FALSE,0
27878790,1688,20383,0,14354,TRUE,0
2143,661,45,3322,13160,FALSE,0
12,110,0,1,10,,0
5698734,1417,23167,68,25791,FALSE,0
99465,958,2435,352,3422,TRUE,0
1985,1941,138,11191,9367,TRUE,0
1437839,334,10299,123,6637,FALSE,0
1175,1988,38,340,641,FALSE,0
947282,80,1962,19,340,FALSE,0
57,202,2,8,30,FALSE,0
64,90,2,322,226,FALSE,0
325,484,2,4,358,TRUE,0
303837,44,1662,6,295,FALSE,0
268,691,4,700,7006,TRUE,0
687819,289,5197,4662,16654,FALSE,0
14896759,78,22872,38,1361,FALSE,0
15770327,546,40094,636,12438,FALSE,0
1434,4374,39,24,61024,TRUE,0
5904,5767,94,5044,381,TRUE,0
349930,845,4885,70,20775,FALSE,0
227,375,3,94,209,FALSE,0
83078,368,1506,10,7708,FALSE,0
13,25,0,7,0,,0
250,410,4,3650,837,TRUE,0
513333,243,3857,48,1707,FALSE,0
91,159,0,74,80,TRUE,0
140359,119,805,6255,4943,FALSE,0
5458,4382,351,27939,6819,,0
41,182,2,57,65,FALSE,0
79,244,0,821,4018,FALSE,0
4125,4064,42,64325,90448,TRUE,0
9,30,0,0,6,FALSE,0
33419,1245,1067,1584,8469,FALSE,0
820444,505,3301,1557,1884,FALSE,0
383,531,12,5447,8275,TRUE,0
13519,32,485,2053,1311,FALSE,0
287,597,18,16386,5830,TRUE,0
1549,734,25,2312,12909,TRUE,0
1117918,750,15515,142,37334,FALSE,0
49,475,0,693,8,FALSE,0
156924,1274,1754,185,53377,FALSE,0
138,478,0,31,258,,0
910,1008,23,1701,2441,TRUE,0
173393,89,2056,112,551,TRUE,0
25076,4654,909,100,11838,FALSE,0
1825704,7,1182,20,3781,FALSE,0
2686362,300,11904,978,14498,FALSE,0
4358,850,123,3257,3047,FALSE,0
775,953,1,319,428,TRUE,0
346,280,2,1736,6008,FALSE,0
116573,1280,3005,5628,33071,FALSE,0
8637650,2001,7746,81,9769,FALSE,0
1737956,664,28572,2366,11089,FALSE,0
318,189,9,3354,5456,FALSE,0
4440,423,160,18,2229,FALSE,0
4255,267,132,564,577,TRUE,0
533146,454,4398,111,9671,TRUE,0
10576,91,510,731,12888,FALSE,0
29,207,0,8,7,TRUE,0
1676505,246,5623,116,15668,FALSE,0
3878570,652,7177,18,20050,FALSE,0
426,602,45,1143,6719,FALSE,0
5273,293,82,377,6636,TRUE,0
3342242,799,945,3517,5428,FALSE,0
2,30,0,0,2,FALSE,0
9942665,462,3447,13946,7312,FALSE,0
7519,7,282,93,11363,FALSE,0
35,105,0,9,17,TRUE,0
632,290,27,21124,32183,,0
78,41,0,6628,4249,FALSE,0
65691,2176,5574,29498,44708,TRUE,0
202929,605,2001,3278,25837,FALSE,0
125901,1791,846,1151,5252,FALSE,0
908,1047,43,1544,1639,FALSE,0
265,238,4,139,534,FALSE,0
193,208,5,851,4047,FALSE,0
33713,37,1934,5,768,FALSE,0
1961954,420,4731,879,1389,FALSE,0
69,586,7,39359,9474,TRUE,0
9446,1020,129,14328,11364,TRUE,0
17289,127,481,3432,5383,FALSE,0
405,324,9,1461,29930,FALSE,0
1344610,2006,11357,949,11970,FALSE,0
278,3370,0,485,48,FALSE,0
8313,2,695,0,532,FALSE,0
9005238,781,22356,5483,10714,FALSE,0
51314111,392225,123643,2358,5126,FALSE,0
46,54,0,39,194,FALSE,0
45,146,3,7,36,FALSE,0
1336587,512,23711,2208,17125,FALSE,0
25253,152,970,1582,36172,FALSE,0
92,97,3,0,1436,FALSE,0
57,150,0,2,749,FALSE,0
162,303,4,302,435,TRUE,0
1647,36,7,59,107,FALSE,0
5324,184,151,1350,2631,TRUE,0
4656143,1267,12753,2456,11252,FALSE,0
482,987,10,731,405,TRUE,0
18,346,0,24,109,TRUE,0
2022,690,128,6544,5234,FALSE,0
4870150,41019,14970,5886,57218,TRUE,0
5167871,55,21599,18897,118147,TRUE,0
2,5,0,3,6,,0
1109011,2190,6071,1117,19387,FALSE,0
198296,562,2685,5106,7014,FALSE,0
203,97,20,1218,570,FALSE,0
6569,608,114,1600,1212,FALSE,0
66500,2456,1385,223,25109,FALSE,0
7,19,0,16,13,FALSE,0
726,85,8,2580,1013,TRUE,0
250,523,8,3313,596,FALSE,0
22527443,52,39873,21,55709,FALSE,0
1683151,754,5079,297,33056,FALSE,0
3159194,408,14976,13,5701,FALSE,0
2985240,956,10273,62,13677,FALSE,0
96486,572,530,2104,3385,FALSE,0
35169,718,715,2907,3764,FALSE,0
85681083,630949,222411,10,15439,TRUE,0
124,160,1,11,542,FALSE,0
3660670,279,16081,1816,7446,FALSE,0
12790920,24,46994,0,763,FALSE,0
12,161,0,8,269,TRUE,0
7,55,0,0,19,FALSE,0
645,652,15,598,359,TRUE,0
13992,1211,557,246,1109,FALSE,0
164514,57213,5246,2273,60041,FALSE,0
234332,357,2475,3788,4840,FALSE,0
386,539,24,1851,4672,TRUE,0
803334,9226,4170,2529,33583,FALSE,0
2833,6,97,0,11889,FALSE,0
2605029,171,7284,1,3818,FALSE,0
537,390,7,139,4150,TRUE,0
353,227,18,5897,8010,FALSE,0
179,684,0,0,1421,FALSE,0
24022023,353,45710,1007,1566,FALSE,0
13,130,0,0,8,FALSE,0
14709,2975,603,1422,340788,FALSE,0
1568426,828,5667,1670,3017,FALSE,0
51782,587,80,1021,435,FALSE,0
19306,33,428,1576,1587,FALSE,0
16,137,0,2,3,FALSE,0
3273,3296,0,34,3374,,0
4520644,2041,12661,13280,9362,FALSE,0
45601,138,1303,1218,2516,TRUE,0
217,1207,15,333,918,FALSE,0
956,406,91,288,2317,FALSE,0
96321564,203,142370,4272,7837,TRUE,0
88,259,0,3,12,FALSE,0
365,1751,1,24,13618,FALSE,0
903862,8,1159,1,21057,FALSE,0
1569900,81,2516,4,1153,FALSE,0
128,133,2,0,1969,FALSE,0
1059,3599,254,1150,17857,TRUE,0
1806,1146,46,1671,2597,FALSE,0
6964,322,121,2030,5099,FALSE,0
464418,373,6406,43,4906,FALSE,0
206,295,0,1506,13562,TRUE,0
348713,976,3308,1762,32693,TRUE,0
2916050,440,4830,3195,10546,FALSE,0
14316643,44,6377,45,1080,TRUE,0
2028,615,49,95,942,FALSE,0
10,106,0,6,10,TRUE,0
189143,4853,1378,207,31170,FALSE,0
137,843,22,11395,3361,FALSE,0
43,8,0,1,403,FALSE,0
6962978,724,16620,524,2357,FALSE,0
44,67,0,0,954,FALSE,0
132,538,0,25,25,FALSE,0
5390,58,147,145,2222,FALSE,0
17342,276,471,1143,6038,FALSE,0
175233,791,953,41,18087,FALSE,0
6696,5379,172,756,5688,FALSE,0
90,62,1,68,5453,FALSE,0
8740007,9,9992,1127,36200,FALSE,0
28,80,0,2,225,FALSE,0
38,431,0,12,16,FALSE,0
47159,363,2260,485,13111,FALSE,0
10,69,2,9,1074,TRUE,0
475342,875,4104,945,18352,FALSE,0
32,30,2,11,12,FALSE,0
301,786,10,561,1814,FALSE,0
24,85,0,11,7,FALSE,0
7725360,40,33874,386,2710,FALSE,0
8674,50,8,47,354,FALSE,0
374816,1090,2651,7960,22667,FALSE,0
743,1555,1,357,2410,FALSE,0
175303,12,4762,0,25,FALSE,0
19282828,1508,47922,814,6416,FALSE,0
4689644,957,16655,7016,66208,FALSE,0
10648215,178,5353,168,19489,FALSE,0
10599,2788,123,270098,6111,TRUE,0
40307926,1734,53687,6375,10480,TRUE,0
67748,2194,683,1619,4756,FALSE,0
709357,25237,2495,1448,6625,FALSE,0
228,335,29,73,697,,0
458212,710,4944,4586,7554,FALSE,0
151,437,0,96,810,TRUE,0
76975,197,2119,4131,1743,FALSE,0
23611,706,1331,1345,9842,FALSE,0
1475745,2372,8017,1616,17002,FALSE,0
10100,31,567,897,2090,FALSE,0
89,64,3,164,249,FALSE,0
61,66,0,0,255,FALSE,0
96801,310,895,23,25003,FALSE,0
4126,4721,372,1959,8386,FALSE,0
368069,620,4277,7263,13659,FALSE,0
416856,35568,2920,1215,3013,FALSE,0
141730,582,2386,24,1281,FALSE,0
43,269,0,2,27,FALSE,0
1359462,978964,7101,11517,16099,FALSE,0
46472564,1272,133825,135,4200,FALSE,0
94472,66,62,336,857,FALSE,0
24,17,0,0,3064,FALSE,0
1182355,272,9485,2498,9677,FALSE,0
266,1090,18,553,379,FALSE,0
7,68,0,8,15,TRUE,0
46,70,2,205,173,,0
1738,255,21,1880,2120,FALSE,0
411,2060,0,115,250,TRUE,0
5917438,1419,26370,1365,19002,TRUE,0
11003417,0,31469,423,7628,FALSE,0
743721,55,1219,7,8332,FALSE,0
61,726,1,826,232,TRUE,0
15307,774,360,843,2786,FALSE,0
4,14,0,18,29,,0
2786,2608,1562,34817,36290,TRUE,0
70,354,8,60,5074,FALSE,0
724989,751,6262,97,4179,FALSE,0
1353547,11248,3914,2013,24483,FALSE,0
2936656,779,22532,1188,37440,FALSE,0
376564,423,734,5306,1747,FALSE,0
375395,856,2743,1051,12859,FALSE,0
215,162,27,421,2450,TRUE,0
210,95,1,398,9462,FALSE,0
41,72,2,2737,9615,TRUE,0
2018998,2367,9238,1733,11443,TRUE,0
19088,700,352,1948,9310,FALSE,0
167,272,0,73,634,TRUE,0
214,746,3,155,1177,FALSE,0
19309,1202,1139,254,5036,FALSE,0
207,746,1,1690,794,,0
1527,777,9,28218,42282,TRUE,0
57,947,0,0,25,,0
212,163,13,4,225,FALSE,0
156517,956,1271,29,21659,FALSE,0
23008,183,986,0,4575,FALSE,0
177,459,1,3950,2248,FALSE,0
1044180,557,3582,5,2389,FALSE,0
9,21,0,19,6,,0
3664718,35,15921,1,770,FALSE,0
49222,8,1772,19,489,FALSE,0
777,614,41,690,499,FALSE,0
47395,1099,3332,714021,24623,TRUE,0
180,145,0,411,180,TRUE,0
588,1532,25,268,6773,FALSE,0
27,87,3,78,63,FALSE,0
97,279,0,42,16,TRUE,0
7088,354,418,546,309,FALSE,0
24,12,0,0,59,FALSE,0
59480,26,469,2295,11879,FALSE,0
442,1239,3,18,1617,FALSE,0
116,216,0,40,2440,FALSE,0
821,1279,164,246,585,FALSE,0
23290650,319,35640,115,53864,FALSE,0
73,395,0,0,2187,FALSE,0
1209026,559,5133,19,5019,FALSE,0
243122,303,2969,5,2725,FALSE,0
3012,729,754,10678,14560,FALSE,0
1120752,8561,9587,14350,9872,FALSE,0
5,19,0,0,9,FALSE,0
3706945,69092,14625,31627,63643,TRUE,0
1040765,558,2418,215,4703,FALSE,0
1584,432,0,424,360,FALSE,0
62,121,0,432,1260,FALSE,0
11695916,274,45082,21313,32146,FALSE,0
251768,8274,1460,847,9902,FALSE,0
37,88,0,0,39,FALSE,0
2633,2086,140,555,9628,FALSE,0
292043,4643,3088,9625,37195,FALSE,0
8932,1015,193,32932,19498,TRUE,0
133553,95060,1455,1453,40763,FALSE,0
32,70,0,0,4,TRUE,0
216,50,3,423,9957,FALSE,0
1202,255,81,510,1019,FALSE,0
20,195,0,1,32,FALSE,0
235449,104,697,410,3143,FALSE,0
1270,876,2,5630,17894,TRUE,0
56,295,1,16,102,FALSE,0
0,297,0,262,36,FALSE,0
661893,504,14029,110,12036,FALSE,0
142786,239,2185,40,2192,FALSE,0
443,497,1,1555,1202,TRUE,0
31942389,373,58780,82,8453,FALSE,0
40,141,0,0,292,FALSE,0
8530951,890,108650,1860,151681,FALSE,0
301,550,1,4017,42931,FALSE,0
49468,46,79,418,10015,FALSE,0
59756,1134,490,7356,8334,FALSE,0
41748,687,1961,73,2960,FALSE,0
6,98,0,0,1,FALSE,0
86,397,0,1347,160,FALSE,0
53,400,1,1678,136,FALSE,0
58300207,233,76018,40,3589,FALSE,0
2665,699,112,5668,5844,FALSE,0
88,231,2,9,184,FALSE,0
91,1688,0,0,16,FALSE,0
905,1,105,9,102189,FALSE,0
0,10,0,0,1,,0
2811,1211,152,3409,12150,TRUE,0
246,251,9,3221,1642,FALSE,0
320964,1114,3413,3956,59792,FALSE,0
465,903,3,1179,6405,FALSE,0
858,597,1,4620,11519,FALSE,0
57,67,0,15,1295,FALSE,0
5445575,357,30150,3799,3529,FALSE,0
1247114,411,4885,68,1585,FALSE,0
52199,482,1219,25011,18263,FALSE,0
13725,429,41,14931,4044,FALSE,0
2,75,0,0,0,,0
84,103,7,107,158,FALSE,0
1511303,0,853,0,263,FALSE,0
455,137,50,169,254,FALSE,0
131,181,6,3,10,FALSE,0
224,781,0,0,5,FALSE,0
426854,892,390,399,48381,FALSE,0
147,104,3,231,6097,FALSE,0
111,329,1,2,1978,FALSE,0
68,133,0,9,1817,FALSE,0
269,0,6,0,1571,FALSE,0
784689,5265,10472,0,42520,FALSE,0
3490480,448,7772,22,3966,FALSE,0
20997,567,528,433,1927,FALSE,0
5293996,101,7694,23,5172,FALSE,0
64350,56,735,2197,4557,FALSE,0
5,5,0,2,29,FALSE,0
54,54,1,264,104,TRUE,0
219,408,7,18,435,FALSE,0
14014,202,524,257,5079,FALSE,0
15,84,0,28,25,FALSE,0
7886947,239,5192,4533,1637,TRUE,0
26522,1533,1223,2793,11373,FALSE,0
12,14,1,3,27,TRUE,0
126,253,15,19,411,FALSE,0
61546,3,959,0,231,FALSE,0
15,59,0,0,5,FALSE,0
43,116,0,273,145,TRUE,0
1075,455,36,964,1851,TRUE,0
38,75,0,0,496,FALSE,0
11980,8927,261,20,20015,FALSE,0
4651330,509,32051,3060,3545,FALSE,0
5616,276,270,0,452,FALSE,0
370,595,1,10406,2460,TRUE,0
804,503,0,4875,4846,TRUE,0
9374054,663,46921,491,66,FALSE,0
19779,308,29,5053,7046,TRUE,0
8244,485,313,148,1715,FALSE,0
6374,422,42,723,459,FALSE,0
188,663,6,8715,14158,TRUE,0
4932,959,1,3469,2431,FALSE,0
138,332,5,71,924,TRUE,0
519,1836,11,36,139,FALSE,0
21,114,0,0,7,FALSE,0
60,131,6,392,108,FALSE,0
1717,25,53,0,9,FALSE,0
15,78,0,1,186,FALSE,0
15,23,0,2,2,TRUE,0
48,64,0,299,93,FALSE,0
