followers_count,friends_count,listed_count,favourites_count,verified,statuses_count,default_profile,default_profile_image,has_extended_profile,bot
970,1,73,0,FALSE,2023,FALSE,FALSE,FALSE,1
13,0,2,0,FALSE,1947,TRUE,FALSE,FALSE,1
104938,1064,482,11928,TRUE,18504,FALSE,FALSE,FALSE,1
481,0,78,0,FALSE,6391,TRUE,FALSE,FALSE,1
712,3,32,0,FALSE,24996,TRUE,FALSE,FALSE,1
23,121,0,62,FALSE,16,TRUE,FALSE,FALSE,1
32,1582,0,0,FALSE,4,TRUE,TRUE,FALSE,1
132,1,10,2,FALSE,503,FALSE,FALSE,FALSE,1
6212,6397,136,329,FALSE,206723,FALSE,FALSE,FALSE,1
2807,1,140,3,FALSE,1470,TRUE,FALSE,FALSE,1
2339,1,138,0,FALSE,3625,FALSE,FALSE,FALSE,1
6645,1,191,168,FALSE,8416,FALSE,FALSE,FALSE,1
2271,3,110,0,FALSE,15514,FALSE,FALSE,FALSE,1
261,0,10,6,FALSE,3410,TRUE,FALSE,FALSE,1
93,1,16,0,FALSE,29804,TRUE,FALSE,FALSE,1
2,31,0,159,FALSE,1,TRUE,FALSE,FALSE,1
38,835,0,0,FALSE,4,TRUE,FALSE,FALSE,1
5280,6,164,9,FALSE,17341,FALSE,FALSE,FALSE,1
11,205,0,22,FALSE,0,TRUE,TRUE,,1
111,0,16,0,FALSE,1719,TRUE,FALSE,FALSE,1
5,389,0,1,FALSE,0,TRUE,FALSE,,1
7,40,4,0,FALSE,113,TRUE,FALSE,FALSE,1
9,0,7,0,FALSE,130,TRUE,FALSE,FALSE,1
5,603,1,155,FALSE,166,TRUE,FALSE,FALSE,1
78,0,11,21,FALSE,692,FALSE,FALSE,FALSE,1
38529,6,940,0,FALSE,10857,TRUE,FALSE,FALSE,1
741,3,19,2,FALSE,1125,FALSE,FALSE,FALSE,1
2,116,0,4,FALSE,8,TRUE,FALSE,,1
1219,87,72,311,FALSE,2200,TRUE,FALSE,FALSE,1
1,9,0,0,FALSE,1,TRUE,FALSE,FALSE,1
181,1,25,0,FALSE,60475,FALSE,FALSE,FALSE,1
7,0,5,0,FALSE,1381,FALSE,FALSE,TRUE,1
62,1,9,1,FALSE,1760,TRUE,FALSE,FALSE,1
312,2,13,21,FALSE,856,FALSE,FALSE,FALSE,1
274,1728,0,11,FALSE,11,TRUE,FALSE,FALSE,1
154,2,16,4,FALSE,658,FALSE,FALSE,FALSE,1
703,32,1,0,FALSE,2755,FALSE,FALSE,FALSE,1
1553,2038,9,1131,FALSE,31437,TRUE,FALSE,FALSE,1
51,1832,0,79,FALSE,636,FALSE,FALSE,FALSE,1
0,260,0,18,FALSE,19,TRUE,FALSE,FALSE,1
74,2,5,0,FALSE,608,FALSE,FALSE,FALSE,1
207,8,21,0,FALSE,5591,FALSE,FALSE,FALSE,1
69,4,12,1,FALSE,171,TRUE,FALSE,FALSE,1
52,2,16,21,FALSE,7996,FALSE,FALSE,TRUE,1
69,12,12,0,FALSE,175,TRUE,FALSE,FALSE,1
567,0,2,0,FALSE,16733,FALSE,FALSE,FALSE,1
912,2,17,19,FALSE,3528,FALSE,FALSE,FALSE,1
29,52,5,4,FALSE,58,FALSE,FALSE,FALSE,1
35,0,8,0,FALSE,2050,FALSE,FALSE,FALSE,1
364,0,22,2,FALSE,25220,TRUE,FALSE,FALSE,1
40,0,9,25,FALSE,1868,TRUE,FALSE,FALSE,1
828,13,18,6,FALSE,19596,TRUE,FALSE,FALSE,1
61,150,0,191,FALSE,130,TRUE,FALSE,FALSE,1
273,0,19,0,FALSE,7507,TRUE,FALSE,FALSE,1
216,1,23,0,FALSE,1725,TRUE,FALSE,FALSE,1
15,159,2,0,FALSE,525,FALSE,FALSE,FALSE,1
342,0,42,0,FALSE,22070,TRUE,FALSE,FALSE,1
60,1,13,1,FALSE,9249,TRUE,FALSE,FALSE,1
447,1,50,0,FALSE,21892,TRUE,FALSE,FALSE,1
9301,1830,41,143,FALSE,13454,TRUE,FALSE,TRUE,1
97,0,21,0,FALSE,34097,TRUE,FALSE,FALSE,1
13049,0,115,0,FALSE,260879,TRUE,FALSE,FALSE,1
152,141,17,3,FALSE,2281,FALSE,FALSE,FALSE,1
501,1,27,1,FALSE,2146,FALSE,FALSE,FALSE,1
6776,4,174,287,FALSE,3753,TRUE,FALSE,FALSE,1
14,0,7,0,FALSE,129,TRUE,FALSE,FALSE,1
1396,2,57,0,FALSE,5126,TRUE,FALSE,FALSE,1
473,5,35,0,FALSE,1814,FALSE,FALSE,FALSE,1
6,124,0,2,FALSE,0,TRUE,FALSE,TRUE,1
5,474,1,80,FALSE,81,TRUE,FALSE,FALSE,1
2,51,0,0,FALSE,0,TRUE,TRUE,,1
43,1,19,0,FALSE,3846,FALSE,FALSE,FALSE,1
798,1,54,0,FALSE,2539,FALSE,FALSE,FALSE,1
2923,1,52,0,FALSE,652,FALSE,FALSE,FALSE,1
400,287,55,1,FALSE,27635,FALSE,FALSE,FALSE,1
9212,2,235,0,FALSE,8996,TRUE,FALSE,FALSE,1
1,336,0,35,FALSE,33,TRUE,FALSE,FALSE,1
169,18,3,3,FALSE,4,TRUE,FALSE,FALSE,1
86,0,25,0,FALSE,22951,TRUE,FALSE,FALSE,1
4159,5001,120,15,FALSE,51,TRUE,FALSE,FALSE,1
316,1981,28,2631,FALSE,42565,FALSE,FALSE,FALSE,1
70,0,20,1,FALSE,16312,FALSE,FALSE,FALSE,1
66,2,20,0,FALSE,5647,TRUE,FALSE,FALSE,1
79,1,10,0,FALSE,3615,FALSE,FALSE,FALSE,1
52957,710,1709,29,FALSE,379275,FALSE,FALSE,FALSE,1
6,43,0,12,FALSE,2,TRUE,FALSE,TRUE,1
258,2883,3,90,FALSE,5401,TRUE,FALSE,FALSE,1
2,685,4,164,FALSE,204,TRUE,FALSE,FALSE,1
127,1,17,0,FALSE,2836,TRUE,FALSE,FALSE,1
38,69,14,446,FALSE,2957,TRUE,FALSE,FALSE,1
248,231,46,56,FALSE,71111,TRUE,FALSE,FALSE,1
20,0,8,0,FALSE,84,TRUE,FALSE,FALSE,1
1787,1,24,0,FALSE,27932,TRUE,FALSE,FALSE,1
110,0,20,0,FALSE,4185,TRUE,FALSE,FALSE,1
1,32,0,66,FALSE,93,TRUE,FALSE,FALSE,1
602,830,18,2,FALSE,93873,TRUE,FALSE,FALSE,1
2,21,0,2,FALSE,1,TRUE,TRUE,TRUE,1
297,0,10,0,FALSE,330,TRUE,FALSE,FALSE,1
280,310,4,14,FALSE,11307,TRUE,FALSE,FALSE,1
620,2,49,0,FALSE,40633,TRUE,FALSE,FALSE,1
256,639,11,0,FALSE,1250,FALSE,FALSE,FALSE,1
114,205,6,0,FALSE,136271,FALSE,FALSE,FALSE,1
114,243,6,0,FALSE,4385,FALSE,FALSE,FALSE,1
1536,1894,16,2161,FALSE,3545,TRUE,FALSE,FALSE,1
66,3716,0,0,FALSE,0,TRUE,TRUE,FALSE,1
183,1,16,1,FALSE,3511,FALSE,FALSE,FALSE,1
3,0,1,0,FALSE,5236,FALSE,FALSE,FALSE,1
693,0,37,1,FALSE,12910,FALSE,FALSE,FALSE,1
17289,8538,430,0,FALSE,772559,FALSE,FALSE,FALSE,1
990,7,122,2,FALSE,35869,TRUE,FALSE,FALSE,1
436,1,53,0,FALSE,25646,FALSE,FALSE,FALSE,1
81,39,20,0,FALSE,1752,FALSE,FALSE,FALSE,1
515,1,52,0,FALSE,1271,TRUE,FALSE,FALSE,1
142,24,12,33,FALSE,723,TRUE,FALSE,FALSE,1
0,35,0,38,FALSE,44,TRUE,FALSE,FALSE,1
12,2004,0,276,FALSE,333,FALSE,FALSE,FALSE,1
491,4970,1,187,FALSE,118,TRUE,FALSE,TRUE,1
56,1,13,1,FALSE,7118,FALSE,FALSE,TRUE,1
0,99,0,0,FALSE,0,TRUE,TRUE,,1
15,1,5,0,FALSE,170,TRUE,FALSE,FALSE,1
90,3,11,2,FALSE,6585,FALSE,FALSE,FALSE,1
6,157,0,11,FALSE,0,TRUE,FALSE,FALSE,1
4,30,0,1,FALSE,3,FALSE,TRUE,FALSE,1
41381,42166,181,0,FALSE,1617,FALSE,FALSE,FALSE,1
63,1,15,0,FALSE,2078,FALSE,FALSE,FALSE,1
0,28,0,0,FALSE,0,FALSE,TRUE,,1
175,1,48,1,FALSE,13142,FALSE,FALSE,FALSE,1
0,353,0,25,FALSE,67,TRUE,FALSE,FALSE,1
5558,6032,16,115,FALSE,1877,TRUE,FALSE,TRUE,1
500,726,10,17962,FALSE,22712,FALSE,FALSE,TRUE,1
6,662,0,156,FALSE,211,TRUE,FALSE,FALSE,1
56836,1,690,3,FALSE,6863363,TRUE,FALSE,FALSE,1
27004,21,830,158,FALSE,3979,FALSE,FALSE,FALSE,1
352,0,47,0,FALSE,11068,TRUE,FALSE,FALSE,1
735,1,19,0,FALSE,45914,FALSE,FALSE,FALSE,1
43721,165,681,0,FALSE,938563,FALSE,FALSE,FALSE,1
7203,1,354,3,FALSE,3235,TRUE,FALSE,FALSE,1
1,29,0,0,FALSE,1,TRUE,TRUE,TRUE,1
7,644,1,156,FALSE,214,TRUE,FALSE,FALSE,1
231,2,172,72,FALSE,17500,TRUE,FALSE,FALSE,1
2003,0,167,54,FALSE,39446,FALSE,FALSE,FALSE,1
347,4,53,39,FALSE,42526,TRUE,FALSE,FALSE,1
10,100,1,0,FALSE,1,TRUE,FALSE,TRUE,1
87216,15228,402,768,TRUE,717,FALSE,FALSE,FALSE,1
59,0,13,0,FALSE,1343,TRUE,FALSE,FALSE,1
3437,2,106,0,FALSE,4356,TRUE,FALSE,FALSE,1
760,1,45,31,FALSE,4193,TRUE,FALSE,FALSE,1
136,2,14,0,FALSE,5684,FALSE,FALSE,FALSE,1
27,326,0,7,FALSE,472,TRUE,FALSE,FALSE,1
5,662,1,169,FALSE,208,TRUE,FALSE,FALSE,1
5,187,0,6,FALSE,1,TRUE,FALSE,TRUE,1
0,292,0,31,FALSE,31,TRUE,FALSE,FALSE,1
0,260,0,17,FALSE,15,TRUE,FALSE,FALSE,1
84,14,3,0,FALSE,238,FALSE,FALSE,FALSE,1
16,1,8,0,FALSE,3222,FALSE,FALSE,TRUE,1
11,2,7,0,FALSE,5464,FALSE,FALSE,FALSE,1
64,0,26,0,FALSE,3947,TRUE,FALSE,FALSE,1
20,96,0,374,FALSE,1,TRUE,FALSE,,1
10,728,0,133,FALSE,174,FALSE,FALSE,FALSE,1
1,3,0,0,FALSE,1,TRUE,TRUE,FALSE,1
25,95,4,0,FALSE,2722,FALSE,FALSE,FALSE,1
0,39,0,0,FALSE,0,TRUE,TRUE,,1
33,2272,0,287,FALSE,362,FALSE,FALSE,FALSE,1
7230,947,1019,162,FALSE,75122,FALSE,FALSE,FALSE,1
1692,1,141,0,FALSE,1575,TRUE,FALSE,FALSE,1
4,704,1,168,FALSE,198,TRUE,FALSE,FALSE,1
67,242,7,45,FALSE,470,FALSE,FALSE,FALSE,1
1444,17,192,0,FALSE,54742,TRUE,FALSE,FALSE,1
40,0,18,0,FALSE,5052,FALSE,FALSE,FALSE,1
2,337,0,21,FALSE,25,TRUE,FALSE,FALSE,1
1307,1,61,0,FALSE,2285,TRUE,FALSE,FALSE,1
159,474,1,174,FALSE,562,TRUE,FALSE,FALSE,1
50,0,13,0,FALSE,1462,TRUE,FALSE,FALSE,1
129,1,23,0,FALSE,2341,TRUE,FALSE,FALSE,1
216,12,13,0,FALSE,2535,FALSE,FALSE,FALSE,1
2,287,0,12,FALSE,17,TRUE,FALSE,FALSE,1
0,276,0,16,FALSE,42,TRUE,FALSE,FALSE,1
7,33,0,0,FALSE,3,TRUE,FALSE,TRUE,1
475,0,27,0,FALSE,17299,TRUE,FALSE,FALSE,1
0,7,0,3,FALSE,1,TRUE,FALSE,FALSE,1
8372,4,23,0,FALSE,2455,FALSE,FALSE,FALSE,1
21,1921,1,260,FALSE,322,FALSE,FALSE,FALSE,1
366,0,59,0,FALSE,19686,TRUE,FALSE,FALSE,1
2101,1693,241,16017,FALSE,2175,FALSE,FALSE,FALSE,1
12090,12774,213,0,FALSE,49305,FALSE,FALSE,FALSE,1
10,0,8,0,FALSE,289,FALSE,FALSE,FALSE,1
3621,250,33,0,FALSE,5479,TRUE,FALSE,FALSE,1
10,164,0,64,FALSE,66,TRUE,TRUE,FALSE,1
26040,729,235,0,FALSE,87219,TRUE,FALSE,FALSE,1
8,0,9,0,FALSE,764,FALSE,FALSE,TRUE,1
62,4,26,19,FALSE,23134,FALSE,FALSE,FALSE,1
1802,1,124,5,FALSE,5034,FALSE,FALSE,FALSE,1
1609,0,60,0,FALSE,1670,TRUE,FALSE,FALSE,1
0,111,0,2,FALSE,1,TRUE,TRUE,TRUE,1
3,0,4,0,FALSE,1208,TRUE,FALSE,FALSE,1
60674,1,688,1605,FALSE,12130,FALSE,FALSE,FALSE,1
0,44,0,45,FALSE,69,TRUE,FALSE,FALSE,1
2838,6,97,0,FALSE,11889,TRUE,FALSE,FALSE,1
1811,15,262,20,FALSE,29998,FALSE,FALSE,FALSE,1
1157,0,11,2,FALSE,54289,TRUE,FALSE,FALSE,1
4391,0,113,4,FALSE,8732,TRUE,FALSE,FALSE,1
8,766,1,142,FALSE,208,FALSE,FALSE,FALSE,1
49,277,1,0,FALSE,7,TRUE,FALSE,FALSE,1
1727,46,47,193,FALSE,28918,TRUE,FALSE,FALSE,1
0,25,0,62,FALSE,86,TRUE,FALSE,FALSE,1
1,41,1,80,FALSE,126,TRUE,FALSE,FALSE,1
50196,48860,5850,112382,FALSE,81267,TRUE,FALSE,TRUE,1
314,0,50,0,FALSE,2978,FALSE,FALSE,FALSE,1
5,73,0,1,FALSE,0,TRUE,TRUE,,1
660,3,37,5,FALSE,4529,TRUE,FALSE,FALSE,1
0,39,0,0,FALSE,0,TRUE,TRUE,,1
64,0,13,0,FALSE,180,FALSE,FALSE,FALSE,1
185,1,14,0,FALSE,573,TRUE,FALSE,FALSE,1
3,201,0,1,FALSE,1,TRUE,FALSE,TRUE,1
571,6,13,11,FALSE,72830,TRUE,FALSE,FALSE,1
0,21,0,0,FALSE,0,TRUE,TRUE,,1
33,1,10,0,FALSE,4032,FALSE,FALSE,TRUE,1
0,327,0,26,FALSE,31,TRUE,FALSE,FALSE,1
11,820,0,157,FALSE,587,FALSE,FALSE,FALSE,1
1087,1,40,0,FALSE,1947,TRUE,FALSE,FALSE,1
1,328,0,27,FALSE,26,TRUE,FALSE,FALSE,1
26,1949,2,300,FALSE,386,FALSE,FALSE,FALSE,1
29879,108,88,1589,FALSE,50659,FALSE,FALSE,FALSE,1
1,496,0,95,FALSE,108,TRUE,FALSE,FALSE,1
206,2,16,8,FALSE,18817,FALSE,FALSE,FALSE,1
1323,1538,18,186,FALSE,912,FALSE,FALSE,FALSE,1
546,96,16,12,FALSE,2639,TRUE,FALSE,FALSE,1
1120,1168,5,1459,FALSE,1556,FALSE,FALSE,FALSE,1
7812,5,263,0,FALSE,4464,FALSE,FALSE,FALSE,1
1040,0,61,1,FALSE,2633,TRUE,FALSE,FALSE,1
0,256,0,13,FALSE,11,TRUE,FALSE,FALSE,1
0,28,0,103,FALSE,145,TRUE,FALSE,FALSE,1
8,0,8,0,FALSE,2115,TRUE,FALSE,FALSE,1
0,25,0,60,FALSE,69,TRUE,FALSE,FALSE,1
60,258,0,93,FALSE,93,TRUE,FALSE,FALSE,1
82,83,9,3,FALSE,653,FALSE,FALSE,FALSE,1
12,2,15,0,FALSE,7086,TRUE,TRUE,FALSE,1
62,973,0,10890,FALSE,1,TRUE,FALSE,FALSE,1
1047,1,60,0,FALSE,3661,TRUE,FALSE,FALSE,1
85,1,14,0,FALSE,24631,FALSE,FALSE,FALSE,1
23,1863,1,271,FALSE,374,FALSE,FALSE,FALSE,1
320,4,33,13,FALSE,5570,TRUE,FALSE,FALSE,1
27264,3516,383,5,FALSE,508835,FALSE,FALSE,FALSE,1
16,1859,0,262,FALSE,336,FALSE,FALSE,FALSE,1
2,41,0,68,FALSE,119,TRUE,FALSE,FALSE,1
4547,2,138,137,FALSE,59621,TRUE,FALSE,TRUE,1
1,38,0,74,FALSE,89,TRUE,FALSE,FALSE,1
31,0,6,0,FALSE,975,TRUE,FALSE,FALSE,1
170,3,2,0,FALSE,22899,TRUE,FALSE,FALSE,1
23,0,14,0,FALSE,2584,TRUE,FALSE,FALSE,1
74,744,1,90,FALSE,14,TRUE,FALSE,FALSE,1
372,2105,14,1,FALSE,12,FALSE,FALSE,FALSE,1
71727,34,778,0,FALSE,109163,TRUE,FALSE,FALSE,1
36,1,10,0,FALSE,1025,TRUE,FALSE,FALSE,1
13,3,4,0,FALSE,79,TRUE,FALSE,FALSE,1
861,2,48,0,FALSE,6567,TRUE,FALSE,FALSE,1
0,337,0,20,FALSE,37,TRUE,FALSE,FALSE,1
98,2,19,0,FALSE,3621,FALSE,FALSE,FALSE,1
8,674,0,144,FALSE,176,TRUE,FALSE,FALSE,1
300,1,12,1,FALSE,777,FALSE,FALSE,FALSE,1
75,48,13,0,FALSE,2080,FALSE,FALSE,FALSE,1
22,1,9,0,FALSE,3868,TRUE,FALSE,FALSE,1
61,0,25,1,FALSE,148294,TRUE,FALSE,FALSE,1
155,0,29,0,FALSE,9286,TRUE,FALSE,FALSE,1
7872,2,264,2,FALSE,72176,TRUE,FALSE,FALSE,1
656,9,25,36,FALSE,3306,TRUE,FALSE,FALSE,1
540,2,65,0,FALSE,745,FALSE,FALSE,FALSE,1
8,1,1,0,FALSE,0,TRUE,FALSE,FALSE,1
183,3,5,0,FALSE,31,TRUE,FALSE,FALSE,1
77,39,13,4,FALSE,2828,TRUE,TRUE,FALSE,1
7,2,5,0,FALSE,2296,TRUE,TRUE,FALSE,1
1533,1714,14,0,FALSE,19176,FALSE,FALSE,FALSE,1
378,4,31,1,FALSE,11085,TRUE,FALSE,TRUE,1
55,0,18,0,FALSE,10002,FALSE,FALSE,FALSE,1
362770,355287,1895,9,TRUE,3042,TRUE,FALSE,TRUE,1
32,17,2,3,FALSE,173,TRUE,FALSE,FALSE,1
7,1,7,0,FALSE,246,FALSE,FALSE,FALSE,1
20,1883,1,302,FALSE,374,FALSE,FALSE,FALSE,1
1104,136,29,0,FALSE,483,FALSE,FALSE,FALSE,1
290,1,20,0,FALSE,1196,TRUE,FALSE,FALSE,1
236,0,37,0,FALSE,2821,FALSE,FALSE,FALSE,1
1,341,0,23,FALSE,31,TRUE,FALSE,FALSE,1
1854,8,2480,11,FALSE,127238,TRUE,FALSE,FALSE,1
35,206,0,0,FALSE,4,TRUE,TRUE,FALSE,1
6,2,2,0,FALSE,6609,TRUE,TRUE,FALSE,1
388,13,9,2,FALSE,21390,TRUE,FALSE,FALSE,1
18,0,7,0,FALSE,1262,FALSE,FALSE,FALSE,1
6,635,0,163,FALSE,251,TRUE,FALSE,FALSE,1
0,350,0,23,FALSE,35,TRUE,FALSE,FALSE,1
74,0,7,1,FALSE,9057,TRUE,FALSE,FALSE,1
7,0,9,0,FALSE,2192,TRUE,FALSE,FALSE,1
2,1,4,0,FALSE,63519,TRUE,FALSE,FALSE,1
1242,4610,26,0,FALSE,8743,TRUE,FALSE,FALSE,1
18,334,0,47,FALSE,42,TRUE,TRUE,FALSE,1
60427,0,320,0,FALSE,68521,TRUE,FALSE,FALSE,1
9,1,5,0,FALSE,95,FALSE,FALSE,TRUE,1
1186,1774,3,0,FALSE,85162,TRUE,FALSE,FALSE,1
17,221,1,15,FALSE,444,TRUE,TRUE,FALSE,1
3,698,0,136,FALSE,178,TRUE,FALSE,FALSE,1
56,1,17,0,FALSE,12245,TRUE,FALSE,FALSE,1
67,0,19,0,FALSE,120232,TRUE,FALSE,FALSE,1
1,509,0,75,FALSE,104,TRUE,FALSE,FALSE,1
142,1,20,0,FALSE,3555,FALSE,FALSE,FALSE,1
3508,4053,3,0,FALSE,7252,FALSE,FALSE,TRUE,1
2235,0,175,2,FALSE,23695,TRUE,FALSE,FALSE,1
0,28,0,49,FALSE,90,TRUE,FALSE,FALSE,1
251,131,36,1,FALSE,362,TRUE,FALSE,FALSE,1
528,1,33,1,FALSE,14915,TRUE,FALSE,FALSE,1
247,12,24,0,FALSE,13551,TRUE,FALSE,FALSE,1
173,0,7,2,FALSE,1188,TRUE,FALSE,FALSE,1
15,1770,7,293,FALSE,444,FALSE,FALSE,FALSE,1
187,0,16,14,FALSE,1577,FALSE,FALSE,FALSE,1
396,1,30,0,FALSE,3631,FALSE,FALSE,FALSE,1
0,72,0,4,FALSE,2,TRUE,TRUE,FALSE,1
0,259,0,21,FALSE,18,TRUE,FALSE,FALSE,1
50,6,12,2,FALSE,2001,TRUE,FALSE,FALSE,1
2352,5001,79,3943,FALSE,32426,TRUE,FALSE,FALSE,1
17,0,2,0,FALSE,170,TRUE,FALSE,FALSE,1
585,3479,1,0,FALSE,212,FALSE,FALSE,FALSE,1
0,26,0,68,FALSE,70,TRUE,FALSE,FALSE,1
9,213,0,2,FALSE,1,TRUE,FALSE,,1
343,1,8,0,FALSE,5140,TRUE,FALSE,FALSE,1
10,1,5,0,FALSE,13148,TRUE,FALSE,FALSE,1
300,1,17,0,FALSE,4092,TRUE,FALSE,FALSE,1
7,166,0,2,FALSE,15,TRUE,FALSE,FALSE,1
13681,3306,15866,88,FALSE,882734,TRUE,FALSE,FALSE,1
1,333,0,35,FALSE,31,TRUE,FALSE,FALSE,1
1026,1,74,0,FALSE,3456,TRUE,FALSE,FALSE,1
1075,0,24,0,FALSE,703,TRUE,FALSE,FALSE,1
2048,5,79,75,FALSE,25498,TRUE,FALSE,FALSE,1
35,2,7,0,FALSE,4571,FALSE,FALSE,FALSE,1
107,541,0,151,FALSE,650,FALSE,FALSE,FALSE,1
449,0,9,0,FALSE,998,TRUE,FALSE,FALSE,1
799,1,58,0,FALSE,11373,FALSE,FALSE,FALSE,1
516,14,109,133,FALSE,38073,TRUE,FALSE,FALSE,1
576,39,10,21,FALSE,52048,FALSE,FALSE,FALSE,1
79,195,0,23,FALSE,34,TRUE,FALSE,TRUE,1
0,37,0,39,FALSE,63,TRUE,FALSE,FALSE,1
2,465,0,56,FALSE,76,TRUE,FALSE,FALSE,1
8,660,2,127,FALSE,190,TRUE,FALSE,FALSE,1
211,321,1,24,FALSE,26,TRUE,FALSE,TRUE,1
14,0,7,0,FALSE,2653,TRUE,FALSE,FALSE,1
2832,2,12,34,FALSE,34306,TRUE,FALSE,FALSE,1
2,492,0,71,FALSE,79,TRUE,FALSE,FALSE,1
113,28,15,2,FALSE,3053,TRUE,FALSE,FALSE,1
2,236,0,15,FALSE,20,TRUE,FALSE,FALSE,1
172,69,21,5,FALSE,1065316,FALSE,FALSE,FALSE,1
150,0,18,6,FALSE,326,FALSE,FALSE,FALSE,1
5,485,0,90,FALSE,98,TRUE,FALSE,FALSE,1
18,1,4,0,FALSE,2585,FALSE,FALSE,FALSE,1
90,0,17,1,FALSE,21327,TRUE,FALSE,FALSE,1
13,0,3,0,FALSE,1805,FALSE,FALSE,FALSE,1
3,28,0,60,FALSE,96,TRUE,FALSE,FALSE,1
159,0,8,0,FALSE,904,FALSE,FALSE,FALSE,1
80,98,8,2,FALSE,375,TRUE,FALSE,FALSE,1
38194,68,775,60,FALSE,1393,FALSE,FALSE,FALSE,1
110,1,13,2,FALSE,6511,FALSE,FALSE,FALSE,1
56,39,13,0,FALSE,247223,TRUE,TRUE,FALSE,1
1,253,0,25,FALSE,26,TRUE,FALSE,FALSE,1
49,12,7,1,FALSE,831,FALSE,FALSE,FALSE,1
145,0,7,0,FALSE,153,TRUE,FALSE,FALSE,1
566,122,56,7,FALSE,33258,TRUE,FALSE,FALSE,1
1353,76,4,1,FALSE,21536,FALSE,FALSE,FALSE,1
22,0,10,0,FALSE,1212,TRUE,FALSE,FALSE,1
4,668,0,125,FALSE,172,TRUE,FALSE,FALSE,1
4,343,1,0,FALSE,1,TRUE,TRUE,FALSE,1
331,890,1,3,FALSE,11,FALSE,FALSE,FALSE,1
0,2,0,0,FALSE,1,TRUE,FALSE,FALSE,1
281,0,40,0,FALSE,1224,TRUE,FALSE,FALSE,1
407,2,0,1,FALSE,32573,FALSE,FALSE,FALSE,1
6,341,0,42,FALSE,73,TRUE,FALSE,FALSE,1
195,1,14,5,FALSE,5949,FALSE,FALSE,FALSE,1
26,0,9,0,FALSE,1317,FALSE,FALSE,FALSE,1
1727,1030,38,117,FALSE,1639,FALSE,FALSE,FALSE,1
35,3,17,0,FALSE,53057,TRUE,FALSE,FALSE,1
21,2033,1,317,FALSE,403,FALSE,FALSE,FALSE,1
85,1,0,0,FALSE,1000,TRUE,FALSE,FALSE,1
10280,1,270,0,FALSE,1592,FALSE,FALSE,FALSE,1
13091,10734,2490,1005,FALSE,53518,FALSE,FALSE,FALSE,1
2896,2,225,15,FALSE,113733,TRUE,FALSE,FALSE,1
882,231,11,3,FALSE,2826,TRUE,FALSE,FALSE,1
1374,2102,13,2,FALSE,114,TRUE,FALSE,FALSE,1
318,4,44,0,FALSE,128811,FALSE,FALSE,FALSE,1
80,0,21,0,FALSE,39803,TRUE,FALSE,FALSE,1
182,0,27,0,FALSE,3322,TRUE,FALSE,FALSE,1
1,315,0,13,FALSE,27,TRUE,FALSE,FALSE,1
299,0,24,0,FALSE,14332,TRUE,TRUE,FALSE,1
372,0,12,0,FALSE,2714,TRUE,FALSE,FALSE,1
80,0,10,1,FALSE,4854,TRUE,FALSE,FALSE,1
3,314,0,34,FALSE,56,TRUE,FALSE,FALSE,1
2,276,0,23,FALSE,23,TRUE,FALSE,FALSE,1
1084,1368,43,0,FALSE,10281,TRUE,FALSE,FALSE,1
31,1,8,0,FALSE,4911,FALSE,FALSE,FALSE,1
1628,4,7,3,FALSE,5155,TRUE,FALSE,FALSE,1
1510,2126,20,0,FALSE,207479,FALSE,FALSE,FALSE,1
109901,85639,650,3550,FALSE,455,TRUE,FALSE,FALSE,1
197,0,11,0,FALSE,199,FALSE,FALSE,FALSE,1
6465,5916,133,0,FALSE,18513,FALSE,FALSE,FALSE,1
3,114,0,2,FALSE,1,TRUE,TRUE,FALSE,1
88,29,4,0,FALSE,178,TRUE,FALSE,FALSE,1
32,1,9,0,FALSE,2290,TRUE,FALSE,FALSE,1
130,0,0,0,FALSE,3190,TRUE,FALSE,FALSE,1
2,334,0,19,FALSE,27,TRUE,FALSE,FALSE,1
6,3,7,0,FALSE,253,TRUE,FALSE,FALSE,1
276,540,6,21524,FALSE,3062,TRUE,FALSE,TRUE,1
887,0,14,20624,FALSE,43512,FALSE,FALSE,FALSE,1
47,45,10,113,FALSE,1752,TRUE,FALSE,FALSE,1
1,42,0,0,FALSE,0,TRUE,TRUE,,1
1461,197,134,1,FALSE,23533,TRUE,FALSE,FALSE,1
128,0,6,0,FALSE,151,TRUE,FALSE,FALSE,1
806,4924,1,92,FALSE,19,TRUE,FALSE,FALSE,1
0,14,0,0,FALSE,0,TRUE,TRUE,,1
41,0,11,0,FALSE,300,TRUE,FALSE,FALSE,1
5418,4307,97,1,FALSE,45675,FALSE,FALSE,FALSE,1
98866,108366,122,851,FALSE,868,FALSE,FALSE,FALSE,1
0,240,0,21,FALSE,13,TRUE,FALSE,FALSE,1
3,156,0,0,FALSE,2,TRUE,TRUE,FALSE,1
904,0,19,0,FALSE,1123,FALSE,FALSE,FALSE,1
35,54,2,0,FALSE,114,TRUE,FALSE,FALSE,1
282,2205,0,1,FALSE,3,TRUE,FALSE,TRUE,1
3588,0,135,0,FALSE,18413,FALSE,FALSE,FALSE,1
132,46,24,740,FALSE,7346,TRUE,FALSE,FALSE,1
3788,4466,41,3,FALSE,297198,TRUE,FALSE,FALSE,1
67,0,17,0,FALSE,103,TRUE,FALSE,FALSE,1
